id,date,text,sender_id
155,2024-09-13 16:15:55+00:00,"🎓 **Лекция 2**: **Ограниченность множеств**

🥳 Завтра мы откроем вторую неделю матанализа — онлайн лекциями.

❗️ Обратите внимание, что время изменилось! Теперь субботние лекции по матанализу (Мат Ан 2, 3, 4, 5, 8, 12, 13) будут проходить в 10:00, а по линалу наоборот — в 8:20. Ссылку на зум вы можете найти в расписании в my.itmo рядом с лекцией. На всякий случай:
👉 Правдин К.В. 10:00 — [**зум**](https://itmo.zoom.us/j/86221081540), код 109871
👉 Блейхер О.В. 10:00 — [**зум**](https://itmo.zoom.us/j/85095830679?pwd=nsbteCacCHXES6tt9EnNqAHcoGKjgQ.1), код 157255
К__омната в зум по-прежнему может вместить не более 300 участников. Поэтому если что, запись будет! Ссылка на плейлист в силлабусе.__

👀 **О чём будет лекция?**
Мы рассмотрим свойство множеств быть ограниченными. Зададимся вопросом о поиске граней и точных граней. Выясним, что не во всех множествах точная грань является элементом множества. И в результате сформулируем принцип Архимеда.

✍️ **Что изучить самостоятельно?**
После лекции нужно будет самостоятельно по конспекту А.А. Бойцева разобрать ещё одну тему — промежутки числовой прямой и окрестности. А если вы ещё не успели разобрать темы после прошлой лекции, то не теряйте времени! Матанализ сам себя не изучит.

🍀 Верим в вас!

🤫 P.S.: Консультация по 1-й практике с продолжением разбора задач из комплекта задач, будет в понедельник в 17:00 в зуме. Ждите новостей!

#лекции",-1002163089538.0
156,2024-09-13 16:30:47+00:00,"А я не понимаю, на эти лекции надо ходить всем или тем у кого это в расписании?",5071628105.0
157,2024-09-13 16:32:36+00:00,"тем у кого этих лекций в расписании нет приходить не обязательно, можно смотреть записи и читать конспект Бойцева если после основной лекции будет что-то непонятно",385721593.0
158,2024-09-13 16:33:12+00:00,"Понял, спасибо",5071628105.0
159,2024-09-13 17:17:33+00:00,У Консультации останется запись?,637543222.0
160,2024-09-13 17:24:36+00:00,"Да, консультации записываются?",1001139382.0
161,2024-09-13 17:58:43+00:00,Конечно!,
162,2024-09-13 17:58:46+00:00,Конечно!,
163,2024-09-14 06:44:26+00:00,"я видел логику на уроке математического анализа, но не нашел логических заметок в учебной программе.",6710044131.0
164,2024-09-14 07:06:44+00:00,"если кто-то не успел зайти в зум к правдину, заходите в дс https://discord.gg/pepP87K4 я там транслирую че происходит",799522734.0
165,2024-09-14 08:40:49+00:00,где искать ссылку на продолжение лекции?!,1666738584.0
166,2024-09-14 08:40:55+00:00,,1666738584.0
167,2024-09-14 08:42:00+00:00,"да,где вторая лекция",1088646500.0
168,2024-09-14 08:42:04+00:00,5 минут ахах,1088646500.0
169,2024-09-14 08:44:20+00:00,"Продолжение лекции по матанализу в зуме:
11:45 Правдин К.В.
https://itmo.zoom.us/j/81689776749?pwd=Ni1hK1ey2U15ZgvnpXROjNQ7VHugac.1
Код доступа: 860968",-1002163089538.0
170,2024-09-14 08:46:43+00:00,почему есть вторая лекция,6126448929.0
171,2024-09-14 08:46:45+00:00,?,6126448929.0
172,2024-09-14 08:48:57+00:00,Не успели в первой,501365737.0
173,2024-09-14 09:03:46+00:00,"🏆 **Система оценивания**

👀 О системе оценивания на курсе базового матанализа можно подробно прочесть в силлабусе. А в этом видео — узнать об основных моментах и важных особенностях.

📱 [**VK Видео**](https://vk.com/video-227233132_456239064)
📱 [**Ютуб**](https://youtu.be/_TC64Yw3z7w)",-1002163089538.0
174,2024-09-14 09:51:29+00:00,так хочется силлабус по линалу 😭,1327733674.0
175,2024-09-14 09:58:04+00:00,"Да, очень хочется 😢",1485380958.0
176,2024-09-14 12:16:11+00:00,"дааа....а то непонятно где конспекты находятся, о которых он говорит в лекциях😭",549187350.0
177,2024-09-15 08:44:06+00:00,а будут ли публиковаться ответы к комплектам задач для практических занятий?,291054683.0
178,2024-09-15 10:00:15+00:00,а где будет запись?🥺🥺🥺,5389970907.0
179,2024-09-15 15:25:53+00:00,А где можно посмотреть про образы и прообразы?,5675418440.0
180,2024-09-15 15:58:46+00:00,Во вводных лекциях.,
181,2024-09-15 15:59:02+00:00,Спасибо,5675418440.0
182,2024-09-15 19:43:01+00:00,"Да, будут, после консультации по соответствующей практике.",
183,2024-09-15 20:02:26+00:00,"Первая практика по матанализу уже прошла на прошлой неделе, а ответов всё нет",291054683.0
184,2024-09-15 20:03:27+00:00,Перечитайте сообщение.,
185,2024-09-16 13:01:17+00:00,"📘 **Консультация по **[**практике 1**](https://t.me/c/2163089538/10)

🙂 **Сегодня в 17:00** ждём вас в зуме: [**ссылка**](https://itmo.zoom.us/j/89999785418?pwd=kN5n4HuW8VzMO9VKZAbRV8waeifAc6.1), код: 421346
Консультацию проведёт Правдин К.В. Вместе вы решите задачи из комплекта задач 1 (заголовок ""Консультация"") и ответить на вопросы.

📺 Ссылка на запись занятия будет доступна в силлабусе.

#консультации #практики",-1002163089538.0
186,2024-09-16 19:01:22+00:00,"А где ссылка??? В силлабусе не нахожу. Пожалуйста, пришлиье мне её сюда!",6370261061.0
187,2024-09-16 20:35:14+00:00,,5145495623.0
188,2024-09-16 20:35:26+00:00,,5145495623.0
189,2024-09-17 04:02:12+00:00,"✏️ **Практика 2: Грани множеств и метод математической индукции**

👋 Привет! На практике 2 нас ждут задачи на тему граней множеств и метод математической индукции.

❗️ Чтобы практика прошла продуктивно, сверьтесь с чек-листом готовности к занятию. Его можно найти в силлабусе в плане занятий.

💪 После занятия останутся задачи, которые вы должны будете решить самостоятельно. Найдите их в комплекте задач. Часть из них (заголовок ""Консультация"") мы разберём на онлайн консультации по практике 2. Информацию о ней мы конечно же пришлём.

😏 Не подведите!

#практики",-1002163089538.0
190,2024-09-17 06:32:27+00:00,где найти запись предыдущей лекции? только первую вижу,5389970907.0
191,2024-09-17 07:15:18+00:00,"Можете подсказать, когда в силлабус выложат записать первой консультации?",5675418440.0
192,2024-09-17 07:29:17+00:00,Сегодня.,
193,2024-09-17 07:29:30+00:00,Где смотрите?,
194,2024-09-17 07:29:33+00:00,Спасибо,5675418440.0
195,2024-09-17 07:30:48+00:00,"все! нашла! просто думала, что другой цифрой подписан будет",5389970907.0
196,2024-09-17 10:18:41+00:00,а запить будит?,5001032708.0
197,2024-09-17 11:09:14+00:00,Можно запись,7044618266.0
198,2024-09-17 12:47:29+00:00,"Подскажите пожалуйста, как распределены лекции в ВК, названия немного не понятны, там есть лекции 1-1, 1-2,  и т.д до 1-8, но нет 1-5 и 1-6, и откуда вообще 8 занятий, если было 2 лекции и 2 практики",762986047.0
199,2024-09-17 12:48:03+00:00,Или ещё учитываются консультации к лекциям и практикам?,762986047.0
200,2024-09-17 12:48:34+00:00,"Но тогда почему это не отображается ни в названии, ни в описании",762986047.0
201,2024-09-17 12:50:25+00:00,Или это вовсе 1 лекция длиной в 6 часов?🤔,762986047.0
202,2024-09-17 13:17:08+00:00,"У вас есть план занятий, в нём написаны темы. Видео названы по темам, нумерация отражает номера параграфов из конспекта А.А. Бойцева.",
203,2024-09-17 13:43:37+00:00,"Вчера говорилось, что будет запись, только вот не видно где она",1047115886.0
204,2024-09-18 18:39:03+00:00,где запись?,909488353.0
205,2024-09-18 18:41:53+00:00,Силлабус?,
206,2024-09-19 07:52:04+00:00,,6331079894.0
207,2024-09-19 08:04:04+00:00,"Добрый день. Подскажите, пожалуйста, как мне быть с аккаунтом на геолине? При попытке входа в систему с номером пишет, что необходима верификация (на почте не нашла никаких писем соответственно). При попытке регистрации пишет, что мой номер ИСУ уже зарегистрирован , как и адрес почты. У нас скоро начнутся задания там, что делать 😭 itmo id 467714",6331079894.0
208,2024-09-19 08:07:31+00:00,Кнопки сброса пароля нет,6331079894.0
